epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,209.519,0.68384,0.58797,0.99149,0.43331,0.375,0.36718,0.10623,2.63551,2.10173,2.47031,0.0001586,0.0001586,0.0001586
188,210.582,0.69926,0.6468,0.99899,0.47984,0.40473,0.38651,0.10015,2.61257,2.10709,2.46067,0.0001487,0.0001487,0.0001487
189,211.66,0.6877,0.64535,0.98677,0.49587,0.4375,0.38237,0.1061,2.61265,2.15444,2.47067,0.0001388,0.0001388,0.0001388
190,212.745,0.61508,0.6112,0.94066,0.45161,0.36116,0.38135,0.10113,2.60422,2.21308,2.45936,0.0001289,0.0001289,0.0001289
191,234.409,0.58253,0.58517,0.97275,0.45233,0.36217,0.36873,0.09945,2.56885,2.20792,2.42837,0.000119,0.000119,0.000119
192,235.577,0.59185,0.65771,1.00436,0.45171,0.36131,0.33997,0.10189,2.55755,2.23065,2.41169,0.0001091,0.0001091,0.0001091
193,236.627,0.6465,0.62616,0.9973,0.48964,0.36076,0.33497,0.10189,2.57446,2.27672,2.40981,9.92e-05,9.92e-05,9.92e-05
194,237.711,0.60964,0.602,0.87384,0.48347,0.375,0.31596,0.1042,2.60423,2.29848,2.41016,8.93e-05,8.93e-05,8.93e-05
195,238.753,0.55152,0.54348,0.92348,0.47182,0.375,0.32802,0.09851,2.59475,2.29803,2.40094,7.94e-05,7.94e-05,7.94e-05
196,239.798,0.60005,0.61115,0.93007,0.48209,0.375,0.33592,0.10217,2.59438,2.23645,2.4008,6.95e-05,6.95e-05,6.95e-05
197,240.931,0.58079,0.59809,0.95507,0.48862,0.375,0.33443,0.10423,2.59391,2.2483,2.40321,5.96e-05,5.96e-05,5.96e-05
198,242.014,0.58149,0.55686,0.93335,0.48917,0.375,0.34537,0.10108,2.61057,2.22886,2.41333,4.97e-05,4.97e-05,4.97e-05
199,243.052,0.53103,0.59872,0.93467,0.47686,0.375,0.34287,0.1008,2.61943,2.21786,2.42567,3.98e-05,3.98e-05,3.98e-05
200,244.073,0.5999,0.56977,0.99115,0.47943,0.375,0.34931,0.10166,2.6271,2.17743,2.44014,2.99e-05,2.99e-05,2.99e-05
